Contact ID	Yardi ID	Yardi HOH ID	HOH	birth year	Age at MI	First Move In	Move Out	Interaction: Record Type	Type	Sub-Type	Resource	Reason	Quantity	Cause Date	Date	HH MO Reason
003U000001V5yij	11250;fam28342	11250	0	1993	20	9/5/12		Housing Stability	Eviction Prevention	Lease warning	Rental Assistance; Transportation	Reactive			3/8/17	
003U000001V5yij	11250;fam28342	11250	0	1993	20	9/5/12		Housing Stability	Eviction Prevention	Non-payment of rent		Reactive		3/1/17	3/15/17	
003U000001V5yij	11250;fam28342	11250	0	1993	20	9/5/12		Housing Stability	Eviction Prevention	Non-payment of rent	Housing	Reactive			3/9/16	
003U000001V5yij	11250;fam28342	11250	0	1993	20	9/5/12		Housing Stability	Housing Stability		Employment	Reactive			3/14/16	
003U000001V5zHA	11271	11271	1	1955	57	9/11/12	3/2/16	Housing Stability	Housing Stability		Food				8/4/15	Death
003U000001V5zHA	11271	11271	1	1955	57	9/11/12	3/2/16	Housing Stability	Housing Stability		Food				8/7/15	Death
003U000001V5zHA	11271	11271	1	1955	57	9/11/12	3/2/16	Housing Stability	Housing Stability		Health Care				12/28/15	Death
003U000001V5zHA	11271	11271	1	1955	57	9/11/12	3/2/16	Housing Stability	Housing Stability		Health Care				1/9/16	Death
003U000001V5yfz	fam26081	11310	0	1996	17	9/28/12	1/15/15	Material Goods	Material Goods		Back to School Supplies		1		9/17/14	Lack of Affordability
003U000001V5yfz	fam26081	11310	0	1996	17	9/28/12	1/15/15	Material Goods	Material Goods		Coats		3		12/5/14	Lack of Affordability
003U000001V5zC0	11310	11310	1	1966	47	9/28/12	1/15/15	Material Goods	Material Goods		Back to School Supplies		6		9/17/14	Lack of Affordability
003U000001V5zC0	11310	11310	1	1966	47	9/28/12	1/15/15	Material Goods	Material Goods		Coats		5		12/5/14	Lack of Affordability
003U000001V5yfz	fam26081	11310	0	1996	17	9/28/12	1/15/15	Connection to Community Resource			Interpretation				3/10/15	Lack of Affordability
003U000001V5yfz	fam26081	11310	0	1996	17	9/28/12	1/15/15	Housing Stability	New Resident Orientation			Proactive			4/9/14	Lack of Affordability
003U000001V5yfz	fam26081	11310	0	1996	17	9/28/12	1/15/15	Housing Stability	New Resident Orientation			Proactive			4/11/14	Lack of Affordability
003U000001V5yfz	fam26081	11310	0	1996	17	9/28/12	1/15/15	Housing Stability	Housing Stability						2/17/15	Lack of Affordability
003U000001V5zC0	11310	11310	1	1966	47	9/28/12	1/15/15	Housing Stability	Eviction Prevention						6/2/14	Lack of Affordability
003U000001V5zC0	11310	11310	1	1966	47	9/28/12	1/15/15	Housing Stability	Housing Stability						6/2/14	Lack of Affordability
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Employment				1/22/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Employment				5/7/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Employment				2/19/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Employment				6/4/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Employment				2/5/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Food				3/19/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Food				3/12/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Connection to Community Resource			Rental Assistance				1/13/14	Relocation
003U000001V5zCy	11358	11358	1	1992	21	10/12/12	9/30/14	Housing Stability	Housing Stability						6/10/14	Relocation
003U000001hJ59f	11493;fam18452	11493	0	1990	22	10/31/12	8/31/16	Housing Stability	Outreach			Proactive			7/1/16	Skip
003U000001hJ5cX	fam18455	11493	0	2012	0	10/31/12	8/31/16	Housing Stability	Outreach			Proactive			8/1/16	Skip
003U000001hJ5ZU	fam18454	11493	0	2010	2	10/31/12	8/31/16	Housing Stability	Outreach			Proactive			7/1/16	Skip
003U000001hJ59f	11493;fam18452	11493	0	1990	22	10/31/12	8/31/16	Housing Stability	Outreach			Proactive			12/6/16	Skip
003U000001hJ5cS	fam18453	11493	0	2008	4	10/31/12	8/31/16	Housing Stability	Outreach			Proactive			11/6/16	Skip
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Material Goods	Material Goods		Food	Proactive			11/23/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Material Goods	Material Goods		Bus Cards	Proactive			11/2/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Connection to Community Resource	Information & Referrals			Proactive			1/9/17	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			11/30/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			2/22/17	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			10/26/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			7/6/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			7/1/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			8/2/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Outreach			Proactive			9/2/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			12/29/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			9/14/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Outreach			Proactive			10/7/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			10/11/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			2/28/17	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			3/8/17	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Outreach			Proactive			11/6/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			7/27/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Home Management			Proactive			9/23/16	
003U0000013rKtR	11498	11498	1	1957	55	11/9/12		Housing Stability	Direct Support			Proactive			3/7/17	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Material Goods	Material Goods		Household Goods	Reactive			7/29/16	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Material Goods	Material Goods		Back to School Supplies		5		9/17/14	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Material Goods	Material Goods		Coats		7		12/5/14	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Material Goods	Material Goods		Household Goods	Proactive	5		2/22/16	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Material Goods	Material Goods		Coats				12/10/15	
003U000001V5zu4	fam32463;fam40175	11543	0	1969	44	1/11/13		Connection to Community Resource			Energy Assistance				5/14/14	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Home Management	Reading mail	Child Care; Clothing; Community Involvement; Cultural Connection	Proactive			5/11/17	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Outreach		Bus Cards; Community Involvement	Reactive			7/25/16	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Eviction Prevention	Non-payment of rent					1/12/14	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Home Management	Education	Education; Income; Safety	Reactive			2/23/17	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Housing Stability		Clothing				12/14/15	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Housing Stability		Child Care				12/1/15	
003U000001V5z9G	11543	11543	1	1977	36	1/11/13		Housing Stability	Housing Stability		Income				12/28/15	
003U000001V5z8D	11557	11557	1	1982	30	11/13/12	5/9/17	Material Goods	Material Goods		Food	Proactive	9		10/10/16	Blank
003U000001V5yrH	11579	11579	1	1991	22	12/1/12	8/31/15	Connection to Community Resource			Legal				2/21/14	Lease Violation(s)
003U000001V5yrH	11579	11579	1	1991	22	12/1/12	8/31/15	Housing Stability	Eviction Prevention						4/30/14	Lease Violation(s)
003U000001V5yrH	11579	11579	1	1991	22	12/1/12	8/31/15	Housing Stability	Housing Stability						2/21/14	Lease Violation(s)
003U000001V5yrH	11579	11579	1	1991	22	12/1/12	8/31/15	Housing Stability	Eviction Prevention	Non-payment of rent					5/11/14	Lease Violation(s)
003U000001V5yrH	11579	11579	1	1991	22	12/1/12	8/31/15	Housing Stability	Eviction Prevention	Non-payment of rent					8/13/14	Lease Violation(s)
003U000001V5yrH	11579	11579	1	1991	22	12/1/12	8/31/15	Housing Stability	Eviction Prevention	Non-payment of rent					11/13/14	Lease Violation(s)
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Material Goods	Material Goods		Household Goods	Reactive	1		7/20/16	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Material Goods	Material Goods		Back to School Supplies		4		9/17/14	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Material Goods	Material Goods		Coats		4		12/5/14	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Connection to Community Resource			Immigration	Reactive			4/18/16	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Housing Stability	Housing Stability		Utilities/Phone	Proactive			4/29/16	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Housing Stability	Lease Education		Education; Energy Assistance; Food; Housing	Reactive			3/20/17	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Housing Stability	Direct Support		Immigration; Interpretation	Reactive			7/11/16	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Housing Stability	Conflict Resolution/Mediation		Conflict Resolution	Reactive			1/5/17	
003U000001V5zfE	11599	11599	1	1968	45	11/19/12		Housing Stability	Housing Stability		Rental Assistance	Proactive			2/15/16	
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Material Goods	Material Goods		Household Goods				9/3/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Connection to Community Resource			Health Care				10/2/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Connection to Community Resource			Food				2/11/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Connection to Community Resource			Clothing; Furniture; Household Goods				4/9/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Connection to Community Resource			Legal				6/4/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Connection to Community Resource			Rental Assistance				1/22/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						5/14/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						6/23/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Eviction Prevention						7/28/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						7/23/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						4/29/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						4/1/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						4/29/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						3/17/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						2/24/15	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						3/11/14	Relocation
003U000001V5zLe	11620	11620	1	1985	27	11/16/12	3/31/16	Housing Stability	Housing Stability						4/1/15	Relocation
003U000001JJHag	11642	11642	1	1961	51	12/28/12		Material Goods	Material Goods		Food	Proactive			11/23/16	
003U000001JJHag	11642	11642	1	1961	51	12/28/12		Housing Stability	Outreach			Proactive			8/1/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Material Goods	Material Goods		Household Goods	Proactive	1		7/20/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Education				3/19/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Education				3/27/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Community Involvement				10/30/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Community Involvement				7/31/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Family/Social Relations				8/21/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Family/Social Relations				5/21/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Clothing; Furniture; Household Goods				7/3/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Housing				4/23/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Legal				1/22/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Legal				2/5/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Life Skills				11/14/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Transportation				10/31/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Connection to Community Resource			Community Involvement				9/9/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Housing	Reactive			4/13/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Community Involvement; Housing	Proactive			3/9/17	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Housing	Reactive			4/12/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Conflict Resolution; Housing	Proactive			4/13/17	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Medical/Dental	Proactive			5/10/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Medical/Dental; Housing	Proactive			6/9/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Community Involvement; Food	Proactive			2/9/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Community Involvement; Safety	Proactive			4/20/17	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Community Involvement; Housing	Proactive			4/20/17	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			7/28/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Household Goods	Proactive			7/20/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Community Involvement				5/15/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability						8/14/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability						4/30/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability						2/5/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability						10/20/14	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability						8/3/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability						7/14/15	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Housing	Proactive			8/4/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Volunteer Opportunities	Proactive			8/2/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Housing; Safety	Proactive			12/27/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Community Involvement	Proactive			9/15/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Household Goods; Housing	Reactive			3/8/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Housing	Proactive			7/7/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Conflict Resolution/Mediation		Conflict Resolution; Safety	Proactive			1/12/17	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Medical/Dental; Housing	Proactive			7/14/16	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Direct Support		Community Involvement; Housing	Proactive			4/6/17	
003U0000013FRyh	11684	11684	1	1957	55	1/2/13		Housing Stability	Housing Stability		Housing	Reactive			2/2/16	
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Material Goods	Material Goods		Household Goods		1		1/6/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						3/3/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						4/25/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						3/3/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						3/17/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						3/14/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						3/12/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						5/1/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						3/5/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						4/28/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention						5/1/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention	Non-payment of rent					3/11/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention	Non-payment of rent					2/12/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Eviction Prevention	Non-payment of rent					4/23/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Housing Stability						4/28/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Housing Stability						4/2/14	Lease Violation(s)
003U000001V5zEf	11688	11688	1	1993	20	12/7/12	4/30/14	Housing Stability	Housing Stability						4/28/14	Lease Violation(s)
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Material Goods	Material Goods			Proactive			7/12/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Connection to Community Resource	Information & Referrals			Proactive			10/16/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			7/11/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Outreach			Proactive			9/2/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			7/6/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Outreach			Proactive			7/1/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			6/22/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			11/22/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			1/9/17	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			12/20/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			11/18/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			10/4/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			9/29/16	
003U0000013FRsi	11705	11705	1	1958	54	2/1/13		Housing Stability	Direct Support			Proactive			3/8/17	
003U000001hJ5Bq	11722	11722	1	1974	39	1/1/13	10/31/16	Housing Stability	Housing Stability			Proactive			4/18/16	Death
003U000001hJ5Bq	11722	11722	1	1974	39	1/1/13	10/31/16	Housing Stability	Housing Stability			Proactive			4/8/16	Death
003U000001hJ5Bq	11722	11722	1	1974	39	1/1/13	10/31/16	Housing Stability	Eviction Prevention	Non-payment of rent		Reactive		8/8/16	8/16/16	Death
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Connection to Community Resource			Health Care				10/3/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Connection to Community Resource			Employment				9/11/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Connection to Community Resource			Clothing; Furniture; Household Goods				7/10/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Connection to Community Resource			Clothing; Furniture; Household Goods				8/26/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Connection to Community Resource			Mental Health				10/6/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Housing Stability	Housing Stability		Community Involvement				6/19/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Housing Stability	Housing Stability						9/4/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Housing Stability	Housing Stability						7/14/14	
003U000001V5z7j	11783	11783	1	1985	28	2/1/13		Housing Stability	Housing Stability						2/18/15	
003U000001hJ5OL	11851	11851	1	1956	56	1/18/13		Housing Stability	Direct Support			Proactive			12/10/16	
003U000001hJ5OL	11851	11851	1	1956	56	1/18/13		Housing Stability	Direct Support			Proactive			12/9/16	
003U000001hJ5OL	11851	11851	1	1956	56	1/18/13		Housing Stability	Direct Support			Proactive			12/12/16	
003U000001hJ5OL	11851	11851	1	1956	56	1/18/13		Housing Stability	Direct Support			Proactive			12/9/16	
003U000001hJ5OL	11851	11851	1	1956	56	1/18/13		Housing Stability	Direct Support			Proactive			12/9/16	
003U000001hJ5OL	11851	11851	1	1956	56	1/18/13		Housing Stability	Eviction Prevention	Non-payment of rent		Reactive		4/1/17	4/21/17	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Connection to Community Resource	Coordination of Services		Housing	Proactive			4/28/17	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Connection to Community Resource			Housing				9/4/15	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Housing	Reactive			5/7/16	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Housing	Reactive			5/16/16	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Crisis Intervention/Support		Adult Protective Services	Proactive			8/29/16	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Housing				9/23/15	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Food				3/10/14	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Food				12/22/14	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Food				4/14/14	
003U000001V5zcA	11866	11866	1	1950	62	1/11/13	8/31/16	Housing Stability	Housing Stability		Housing; Life Skills				1/22/16	
003U000001V5yjm	11920	11920	1	1956	56	3/1/13	7/26/14	Housing Stability	Housing Stability		Food				4/14/14	Lease Violation(s)
003U000001V5yjm	11920	11920	1	1956	56	3/1/13	7/26/14	Housing Stability	Housing Stability						4/21/14	Lease Violation(s)
003U000001V5yjm	11920	11920	1	1956	56	3/1/13	7/26/14	Housing Stability	Eviction Prevention	Non-payment of rent					4/10/14	Lease Violation(s)
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Material Goods	Material Goods		Food	Proactive	21		8/19/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Material Goods	Material Goods		Gift Card	Proactive	10		10/25/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Material Goods	Material Goods		Household Goods	Proactive	1		10/25/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Material Goods	Material Goods		Food	Proactive	10		10/25/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				5/21/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				7/9/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				11/12/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				9/2/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				8/17/15	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				11/3/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Family/Social Relations				3/12/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Family/Social Relations				11/20/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Family/Social Relations				2/28/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Housing				6/8/15	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Housing				9/16/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Mental Health				8/28/15	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement				10/9/15	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Connection to Community Resource			Community Involvement; Food; Volunteer Opportunities	Proactive			2/1/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Housing Stability	Housing Stability		Housing; Safety	Proactive			5/9/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Housing Stability	Direct Support		Housing	Proactive			1/2/17	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Housing Stability	Direct Support		Housing	Proactive			11/29/16	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Housing Stability	Housing Stability						8/27/14	
003U000001V5zFJ	11941	11941	1	1969	43	1/15/13	1/31/17	Housing Stability	Housing Stability						4/3/15	
