Contact ID	Yardi ID	Yardi HOH ID	Yardi HoH	Birth year	Age at MI	First Move In	Move Out	Volunteer Job: Volunteer Job Name	Hours Worked	Start Date	Volunteer Job: Leadership Tier	MO Reason
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance	0.25	12/6/13		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Floor Monitor	1	12/5/13		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Meal Serving	1	11/23/13		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance	0.75	11/21/13		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Help Shelf	0.75	11/11/13		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Help Shelf 2014	1.5	2/10/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	0.75	2/5/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	1	2/3/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	1	2/3/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	0.5	1/18/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Floor Monitor 2014	1	1/16/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	0.75	2/19/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Event Host 2014	1.5	2/13/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	1	5/14/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	1	3/19/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Support (Small role)	1	5/29/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	1	4/16/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	1	7/30/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	1	9/25/14	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Event Assistance (Large role)	1	4/20/15	Tier 2	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Event Assistance (Large role)	1.5	8/4/15	Tier 2	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	1	10/16/14	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Committee Meetings	0.25	3/23/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Event Assistance (Large role)	0.25	3/30/15	Tier 2	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Support (Small role)	0.25	3/26/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Support (Small role)	0.25	11/2/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Support (Small role)	0.25	11/23/15	Tier 1	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Resident Planning Committee 2014	1	12/11/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Flyering/Door Knocking 2014	0.25	11/21/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Flyering/Door Knocking 2014	0.5	11/19/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Help Shelf 2014	0.25	11/21/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	1	11/21/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Floor Monitor 2014	1	11/20/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Event Assistance (Large role)	0.75	1/26/15	Tier 2	Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	RC Program Assistance 2014	0.25	9/10/14		Relocation
003U000001iuFRy	13425;15599	15599	1	1979	34	10/11/13	12/15/15	Flyering/Door Knocking 2014	0.5	9/29/14		Relocation
003U000001RuFVu	;15670	15670	1	1995	19	1/13/15		Landscaping 2015	2	7/14/15		
003U000001hJ583	15896	15896	1	1980	35	2/27/15	12/16/16	Event Assistance (Large role)	1.5	8/2/16	Tier 2	Lease Violation(s)
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	RC Support (Small role)	0.25	2/2/16	Tier 1	Funding Non-Compliance
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	RC Support (Small role)	0.25	1/15/16	Tier 1	Funding Non-Compliance
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	Resident Committee Meetings	1	3/19/15	Tier 1	Funding Non-Compliance
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	Resident Committee Meetings	1	4/16/15	Tier 1	Funding Non-Compliance
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	Resident Committee Meetings	1	7/30/15	Tier 1	Funding Non-Compliance
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	Resident Committee Meetings	1	9/25/14	Tier 1	Funding Non-Compliance
003U000001JJI3r	13989;fam29498;fam37765	16054	0	1958	56	3/2/14	8/31/16	Resident Committee Meetings	1	11/25/15	Tier 1	Funding Non-Compliance
003U000001V60ty	16054	16054	1	1984	31	3/6/15	8/31/16	Resident Committee Meetings	1	3/19/15	Tier 1	Funding Non-Compliance
003U000001V60ty	16054	16054	1	1984	31	3/6/15	8/31/16	Event Assistance (Large role)	1	4/20/15	Tier 2	Funding Non-Compliance
003U000001V5zZB	16066	16066	1	1959	56	3/26/15	4/12/17	RC Support (Small role)	0.5	5/23/16	Tier 1	Relocation
003U000001V5zZB	16066	16066	1	1959	56	3/26/15	4/12/17	Resident Committee Meetings	1	7/30/15	Tier 1	Relocation
003U000001QUDZs	16127	16127	1	1966	48	3/12/15	7/1/17	Landscaping 2015	3	6/9/15		Moved to Project-Based Housing or Received Tenant-Based Subsidy
003U000001QUDZs	16127	16127	1	1966	48	3/12/15	7/1/17	RC Program Assistance 2016	25	9/29/16		Moved to Project-Based Housing or Received Tenant-Based Subsidy
003U000001hJ5Wt	16169	16169	1	1953	62	4/20/15		Event Assistance (Large role)	1.5	2/23/17	Tier 2	
003U000001hJ5Wt	16169	16169	1	1953	62	4/20/15		RC Support (Large role)	0.5	1/31/17	Tier 2	
003U000001hJ5Wt	16169	16169	1	1953	62	4/20/15		Event Assistance (Small duty)	0.5	8/2/16	Tier 1	
003U000001hJ5Wt	16169	16169	1	1953	62	4/20/15		Event Assistance (Small duty)	0.25	9/28/16	Tier 1	
003U000001QYJZZ	;16172	16172	1	1956	58	3/3/15	10/11/15	Event Host 2015	2	6/24/15		Desired Amenities
003U0000013FR58	9790;16189	16189	1	1981	30	4/2/12	2/28/15	RC Program Assistance	1	6/1/11		
003U0000013FR58	9790;16189	16189	1	1981	30	4/2/12	2/28/15	RC Program Assistance	2	9/30/11		
003U0000013FR58	9790;16189	16189	1	1981	30	4/2/12	2/28/15	RC Program Assistance	3	11/30/11		
003U0000013FR58	9790;16189	16189	1	1981	30	4/2/12	2/28/15	RC Program Assistance	3	10/31/11		
003U0000013FR58	9790;16189	16189	1	1981	30	4/2/12	2/28/15	RC Program Assistance	3	6/8/13		
003U0000013FR58	9790;16189	16189	1	1981	30	4/2/12	2/28/15	RC Program Assistance	0.25	6/7/13		
003U000001mXerq	14456;16285	16285	1	1967	47	5/1/14	9/5/14	Landscaping	4	8/22/13		
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	10	3/3/17	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	10	2/24/17	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	20	10/21/16	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	20	6/16/17	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		Event Assistance (Large role)	4	11/7/16	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		Event Assistance (Large role)	10	11/4/16	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		Event Assistance (Large role)	10	11/11/16	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	5	2/10/17	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	10	2/17/17	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		Event Assistance (Large role)	1	12/19/16	Tier 2	
003U000001V5yxZ	16307	16307	1	1944	70	8/1/14		RC Support (Large role)	4	1/27/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	1/27/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	2.5	1/26/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	12	4/27/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	3/3/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	2/24/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	3	4/20/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	2	2/3/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	10/21/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	6/16/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	12/2/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	11/11/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	2/10/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Host - No Staff	3	10/10/16	Tier 3	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Host - No Staff	3	10/11/16	Tier 3	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	2/17/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	2/3/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	1/20/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	8/26/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	9/9/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	9/16/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	9/23/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	9/30/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	11/18/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	6/2/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	6/2/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	5/26/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	5/26/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	12/9/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	11/25/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	20	11/4/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Small duty)	1	2/7/17	Tier 1	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	1/6/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	1/13/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	6	5/5/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	6	5/5/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		Event Assistance (Large role)	15	4/3/17	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	12/16/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	12/30/16	Tier 2	
003U000001V5zDr	16309	16309	1	1942	67	12/2/09		RC Support (Large role)	20	12/23/16	Tier 2	
003U000001V5z17	16316	16316	1	1959	51	10/1/09		RC Support (Large role)	2	9/30/16	Tier 2	
003U000001V5yrg	16318	16318	1	1988	23	5/4/11		Event Assistance (Large role)	2	11/18/15	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	4	3/3/17	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	4	3/3/17	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	2.5	4/1/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	4	1/6/17	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	2	2/5/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	3	11/4/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	5	12/2/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	5	2/3/17	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	4	10/7/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	4	11/6/15	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	2	10/22/15	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	5	8/5/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	2	3/4/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		Event Assistance (Large role)	4	5/3/16	Tier 2	
003U000001V5zAt	16321	16321	1	1948	66	2/1/14		RC Support (Large role)	3	5/6/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	2.5	4/1/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		RC Support (Large role)	1.5	4/20/17	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	6	8/2/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	2	2/5/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	5	9/2/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	3	11/4/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		RC Support (Large role)	5	12/2/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	2	11/23/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	1.5	9/12/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	4	10/7/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	8	9/16/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	4	11/6/15	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	5	8/5/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		RC Support (Small role)	1	6/29/16	Tier 1	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	2	3/4/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	5	7/8/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		Event Assistance (Large role)	4	5/3/16	Tier 2	
003U000001V5zB7	16323	16323	1	1961	52	5/3/13		RC Support (Large role)	3	5/6/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	2.5	4/8/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Small duty)	0.5	3/7/17	Tier 1	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		RC Support (Large role)	2	4/20/17	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	4	9/9/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Host - No Staff	2.5	12/22/15	Tier 3	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Host - No Staff	2.5	11/22/15	Tier 3	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Host - No Staff	2	11/24/15	Tier 3	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Host - No Staff	2.5	10/8/16	Tier 3	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	2	6/24/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Small duty)	1	6/10/16	Tier 1	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		RC Support (Large role)	3.5	5/27/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	2.5	3/16/17	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	4	7/29/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	3	7/15/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Small duty)	0.3	5/11/17	Tier 1	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	2.5	4/25/17	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	2.5	4/25/17	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		Event Assistance (Large role)	2.5	4/25/17	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		RC Support (Large role)	3	4/29/16	Tier 2	
003U000001V5z4p	16326	16326	1	1955	59	3/1/14		RC Support (Large role)	1.5	4/22/16	Tier 2	
003U000001V5zGg	16327	16327	1	1958	56	3/14/14		Event Assistance (Large role)	2	9/6/16	Tier 2	
003U000001V5zGg	16327	16327	1	1958	56	3/14/14		RC Support (Large role)	2.5	1/31/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	3	4/8/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	12/28/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Resident Committee Meetings	3	4/11/16	Tier 1	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Host - No Staff	2	4/5/16	Tier 3	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	1/24/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	4/12/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	4/13/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2	9/27/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	2/28/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	2/21/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2.5	4/1/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	3/1/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	3/1/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	10/18/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	2/25/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	2/23/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	2/16/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	2/5/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	2/3/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	2/10/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	1.5	2/9/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	20	10/21/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	2/2/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	1/26/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	1/25/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2	6/20/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	3	9/2/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	3	8/17/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2	1/12/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	3	11/4/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	6/2/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	11/28/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	2/7/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	40	10/30/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	5	9/13/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	1/10/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	1/3/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	12/27/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	12/20/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	11/25/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	10	2/3/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	1/31/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	10/7/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	12/1/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	3.5	11/18/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2	11/11/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	1/17/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	11/10/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	11/9/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	1.5	9/28/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	11/5/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	11/6/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2	10/22/15	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	7/1/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	6/28/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	5/30/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	2	5/30/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	12/9/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	2/14/17	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	3	3/4/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	4	7/13/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	20	11/4/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		RC Support (Large role)	2.5	11/22/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	6/8/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	6/7/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4.5	5/24/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	8/16/16	Tier 2	
003U000001V5ytw	16328	16328	1	1923	91	5/13/14		Event Assistance (Large role)	4	5/17/16	Tier 2	
