Contact ID,Yardi ID,Yardi HOH ID,Yardi HoH,Birth year,Age at MI,First Move In,event_after_MI,3years_after_MI,event_before_3years,event_in_3years,MI_year_again,Move Out,Volunteer Job: Volunteer Job Name,Volunteer_Job_Name_Broad,Hours Worked,Start Date,Volunteer Job: Leadership Tier,MO Reason
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Help Shelf,Assistance/Support,4,2015-01-23T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Help Shelf,Assistance/Support,4,2015-02-20T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-03-20T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-02-27T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-01-23T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Help Shelf,Assistance/Support,4,2015-03-20T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Event Host,Leader/Host,5,2015-04-05T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-03-27T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-02-20T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Help Shelf,Assistance/Support,4,2015-02-06T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Help Shelf,Assistance/Support,4,2015-01-09T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-03-06T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-01-30T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-02-06T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-02-13T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Help Shelf,Assistance/Support,4,2015-03-06T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-01-16T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Movie Night Host,Leader/Host,3,2015-01-09T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-01-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-04-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-03-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-02-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-10-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-05-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-07-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-08-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-09-01T00:00:00Z,,
003U0000013FSB0,12748,12748,1,1956,57,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,30,2014-06-01T00:00:00Z,,
003U0000013FSoI,12766,12766,1,1993,20,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Landscaping,Assistance/Support,2.5,2014-06-24T00:00:00Z,,
003U0000013FSoI,12766,12766,1,1993,20,2013-06-01T00:00:00Z,true,2016-06-01T00:00:00Z,true,true,2013,,Landscaping,Assistance/Support,2.5,2014-06-23T00:00:00Z,,
003U000001JvQkm,12798,12798,1,1993,20,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Landscaping,Assistance/Support,6,2015-07-21T00:00:00Z,,
003U000001V5zb2,12813,12813,1,1988,25,2013-07-02T00:00:00Z,true,2016-07-02T00:00:00Z,true,true,2013,5/31/15,Cleaning,Assistance/Support,1,2014-06-13T00:00:00Z,Tier 2,Lease Violation(s)
003U000001V609E,fam25450,12813,0,1985,28,2013-07-02T00:00:00Z,true,2016-07-02T00:00:00Z,true,true,2013,5/31/15,Cleaning,Assistance/Support,1,2014-06-13T00:00:00Z,Tier 2,Lease Violation(s)
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-05-05T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-08-25T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-06-02T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-01-14T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-02-11T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-06-30T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-07-28T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-04-07T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-03-10T00:00:00Z,Tier 2,
003U000001hJ5PY,12817,12817,1,1963,51,2013-08-30T00:00:00Z,true,2016-08-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,1,2016-08-02T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Floor Monitor,Leader/Host,1,2014-06-05T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Floor Monitor,Leader/Host,1,2014-06-19T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,1.75,2014-08-11T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Event Assistance,Assistance/Support,2,2016-01-25T00:00:00Z,Tier 2,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,RC Support,Assistance/Support,0.25,2016-01-15T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Resident Committee Meetings,Meeting/Committee,1,2016-01-20T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,2,2014-05-12T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,1.5,2014-03-10T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,RC Program Assistance,Assistance/Support,3,2014-03-18T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,2,2014-05-30T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Event Assistance,Assistance/Support,1.75,2015-04-27T00:00:00Z,Tier 2,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Resident Committee Meetings,Meeting/Committee,1,2015-04-16T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Resident Committee Meetings,Meeting/Committee,1,2014-09-25T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Event Assistance,Assistance/Support,1.5,2014-12-22T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,2,2014-04-14T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Event Assistance,Assistance/Support,2.25,2015-12-21T00:00:00Z,Tier 2,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Event Assistance,Assistance/Support,2.5,2015-11-23T00:00:00Z,Tier 2,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Event Assistance,Assistance/Support,2.25,2015-02-16T00:00:00Z,Tier 2,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Resident Committee Meetings,Meeting/Committee,1,2016-03-09T00:00:00Z,Tier 1,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,1.5,2014-12-11T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Resident Planning Committee,Meeting/Committee,1,2014-12-11T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Meal Serving,Assistance/Support,1,2014-11-20T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Floor Monitor,Leader/Host,1,2014-11-24T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,1.75,2014-11-24T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,RC Program Assistance,Assistance/Support,1.5,2014-09-22T00:00:00Z,,
003U0000013FShf,12821,12821,1,1987,26,2013-07-10T00:00:00Z,true,2016-07-10T00:00:00Z,true,true,2013,3/31/17,Help Shelf,Assistance/Support,1.75,2014-09-29T00:00:00Z,,
003U0000013FSVe,;12842,12842,1,1960,53,2013-07-08T00:00:00Z,true,2016-07-08T00:00:00Z,true,true,2013,8/31/14,Donation Drive,Assistance/Support,1,2014-06-26T00:00:00Z,,Desired Amenities
003U0000013FSVe,;12842,12842,1,1960,53,2013-07-08T00:00:00Z,true,2016-07-08T00:00:00Z,true,true,2013,8/31/14,Event Host,Leader/Host,0.5,2014-04-02T00:00:00Z,,Desired Amenities
003U0000013FSVe,;12842,12842,1,1960,53,2013-07-08T00:00:00Z,true,2016-07-08T00:00:00Z,true,true,2013,8/31/14,Event Host,Leader/Host,3,2014-03-19T00:00:00Z,,Desired Amenities
003U0000013FSVe,;12842,12842,1,1960,53,2013-07-08T00:00:00Z,true,2016-07-08T00:00:00Z,true,true,2013,8/31/14,Event Host,Leader/Host,2,2014-05-21T00:00:00Z,,Desired Amenities
003U0000013FSVe,;12842,12842,1,1960,53,2013-07-08T00:00:00Z,true,2016-07-08T00:00:00Z,true,true,2013,8/31/14,RC Program Assistance,Assistance/Support,0.5,2014-02-28T00:00:00Z,,Desired Amenities
003U0000016K6M4,13091,13091,1,1995,18,2013-10-09T00:00:00Z,true,2016-10-09T00:00:00Z,true,true,2013,10/31/14,Landscaping,Assistance/Support,2.5,2014-07-17T00:00:00Z,,Skip
003U0000013FSoE,13093,13093,1,1995,19,2013-10-01T00:00:00Z,true,2016-10-01T00:00:00Z,true,true,2013,11/30/15,Landscaping,Assistance/Support,2.5,2014-06-24T00:00:00Z,,Relocation
003U0000013FSoE,13093,13093,1,1995,19,2013-10-01T00:00:00Z,true,2016-10-01T00:00:00Z,true,true,2013,11/30/15,Landscaping,Assistance/Support,2.5,2014-07-17T00:00:00Z,,Relocation
003U0000013FSoE,13093,13093,1,1995,19,2013-10-01T00:00:00Z,true,2016-10-01T00:00:00Z,true,true,2013,11/30/15,Landscaping,Assistance/Support,2.5,2014-06-30T00:00:00Z,,Relocation
003U000001mXdkZ,13283,13283,1,1984,29,2013-10-01T00:00:00Z,true,2016-10-01T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,25,2016-09-29T00:00:00Z,,
003U000001QUDf6,13310,13310,1,1973,40,2013-09-13T00:00:00Z,true,2016-09-13T00:00:00Z,true,true,2013,,Landscaping,Assistance/Support,3,2015-06-09T00:00:00Z,,
003U0000013FSkC,;13317,13317,1,1964,49,2013-09-17T00:00:00Z,true,2016-09-17T00:00:00Z,true,true,2013,4/30/15,RC Program Assistance,Assistance/Support,3,2014-08-20T00:00:00Z,,Relocation
003U0000013FSkC,;13317,13317,1,1964,49,2013-09-17T00:00:00Z,true,2016-09-17T00:00:00Z,true,true,2013,4/30/15,Resident Planning Committee,Meeting/Committee,0.75,2013-12-20T00:00:00Z,,Relocation
003U0000013FSkC,;13317,13317,1,1964,49,2013-09-17T00:00:00Z,true,2016-09-17T00:00:00Z,true,true,2013,4/30/15,Event Host,Leader/Host,3,2015-03-18T00:00:00Z,,Relocation
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-07-14T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-05-19T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-08-11T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-06-16T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-06-30T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-07-28T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-02-25T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-04-07T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-06-02T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-04-21T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-09-08T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-03-24T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-01-14T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-10-06T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-09-22T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-08-25T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-02-11T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-03-10T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-05-05T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-01-28T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-12-01T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-11-17T00:00:00Z,Tier 2,
003U000001hJ5R5,13384,13384,1,1962,52,2013-12-23T00:00:00Z,true,2016-12-23T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,3,2016-12-15T00:00:00Z,Tier 2,
003U0000013rKo4,13424,13424,1,1972,41,2013-10-16T00:00:00Z,true,2016-10-16T00:00:00Z,true,true,2013,7/31/15,Landscaping,Assistance/Support,3,2014-10-10T00:00:00Z,,Death
003U0000013FREi,13428,13428,1,1969,44,2013-10-15T00:00:00Z,true,2016-10-15T00:00:00Z,true,true,2013,,Resident Planning Committee,Meeting/Committee,36,2013-10-30T00:00:00Z,,
003U0000013FREi,13428,13428,1,1969,44,2013-10-15T00:00:00Z,true,2016-10-15T00:00:00Z,true,true,2013,,Resource Development Support,Assistance/Support,3,2015-03-24T00:00:00Z,Tier 2,
003U0000013FREi,13428,13428,1,1969,44,2013-10-15T00:00:00Z,true,2016-10-15T00:00:00Z,true,true,2013,,Board Meetings,Meeting/Committee,5.5,2015-05-27T00:00:00Z,Tier 3,
003U0000013FREi,13428,13428,1,1969,44,2013-10-15T00:00:00Z,true,2016-10-15T00:00:00Z,true,true,2013,,Board Meetings,Meeting/Committee,3,2016-05-24T00:00:00Z,Tier 3,
003U0000013FREi,13428,13428,1,1969,44,2013-10-15T00:00:00Z,true,2016-10-15T00:00:00Z,true,true,2013,,Board Meetings,Meeting/Committee,3,2015-10-30T00:00:00Z,Tier 3,
003U0000013FSkd,13487,13487,1,1972,41,2013-10-18T00:00:00Z,true,2016-10-18T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,3,2014-06-28T00:00:00Z,,
003U0000013FSkd,13487,13487,1,1972,41,2013-10-18T00:00:00Z,true,2016-10-18T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,3,2013-11-14T00:00:00Z,,
003U0000013FSkd,13487,13487,1,1972,41,2013-10-18T00:00:00Z,true,2016-10-18T00:00:00Z,true,true,2013,,Resident Committee Meetings,Meeting/Committee,2,2016-09-23T00:00:00Z,,
003U000001iv7NQ,4964;13576,13576,1,1956,54,2010-07-01T00:00:00Z,true,2013-07-01T00:00:00Z,true,true,2010,2/28/15,Floor Monitor,Leader/Host,1.5,2013-06-19T00:00:00Z,,Purchase of Home
003U000001iv7NQ,4964;13576,13576,1,1956,54,2010-07-01T00:00:00Z,true,2013-07-01T00:00:00Z,true,true,2010,2/28/15,Cleaning,Assistance/Support,1.25,2013-05-20T00:00:00Z,,Purchase of Home
003U000001iv7NQ,4964;13576,13576,1,1956,54,2010-07-01T00:00:00Z,true,2013-07-01T00:00:00Z,true,true,2010,2/28/15,RC Program Assistance,Assistance/Support,1.25,2013-05-16T00:00:00Z,,Purchase of Home
003U000001hJ5m2,fam23533,13586,0,1966,48,2013-12-30T00:00:00Z,true,2016-12-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,0.5,2016-12-22T00:00:00Z,Tier 1,
003U000001hJ5m2,fam23533,13586,0,1966,48,2013-12-30T00:00:00Z,true,2016-12-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,1,2016-09-19T00:00:00Z,Tier 1,
003U000001hJ5m2,fam23533,13586,0,1966,48,2013-12-30T00:00:00Z,true,2016-12-30T00:00:00Z,true,true,2013,,Event Assistance,Assistance/Support,1,2016-08-02T00:00:00Z,Tier 1,
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,Event Assistance,Assistance/Support,0.25,2015-09-03T00:00:00Z,Tier 1,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,Event Assistance,Assistance/Support,1,2015-12-22T00:00:00Z,Tier 1,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,RC Support,Assistance/Support,1,2014-08-08T00:00:00Z,Tier 1,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,Event Assistance,Assistance/Support,1,2014-10-30T00:00:00Z,Tier 2,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,Cleaning,Assistance/Support,0.5,2015-02-19T00:00:00Z,Tier 1,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,RC Program Assistance,Assistance/Support,1,2014-12-08T00:00:00Z,,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,RC Program Assistance,Assistance/Support,2,2014-12-11T00:00:00Z,,Skip
003U0000013FS1U,13652,13652,1,1980,34,2013-12-20T00:00:00Z,true,2016-12-20T00:00:00Z,true,true,2013,4/30/16,RC Program Assistance,Assistance/Support,1,2014-09-18T00:00:00Z,,Skip
003U000001BPAt0,13712,13712,1,1965,49,2013-12-30T00:00:00Z,true,2016-12-30T00:00:00Z,true,true,2013,,Resident Planning Committee,Meeting/Committee,2,2014-10-10T00:00:00Z,,
003U0000019I7Em,13724,13724,1,1959,54,2013-11-14T00:00:00Z,true,2016-11-14T00:00:00Z,true,true,2013,9/1/15,RC Program Assistance,Assistance/Support,0.5,2014-09-03T00:00:00Z,,Non-Payment of Rent
003U000001mXdpZ,13736,13736,1,1975,39,2013-12-16T00:00:00Z,true,2016-12-16T00:00:00Z,true,true,2013,,RC Program Assistance,Assistance/Support,25,2016-09-29T00:00:00Z,,
003U0000013FR8Q,13753,13753,1,1957,56,2013-11-15T00:00:00Z,true,2016-11-15T00:00:00Z,true,true,2013,12/31/16,Community Leadership Institute,Meeting/Committee,5,2016-07-20T00:00:00Z,Tier 1,Desired Amenities
